	src	dest	pathway	source	type	src_tf	dest_tf	species
BMP4_BMPR1A	BMP4	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1A	BMP4	BMPR1A	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1A	BMP4	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1A	BMP4	BMPR1A	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1A	BMP4	BMPR1A	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1B	BMP4	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1B	BMP4	BMPR1B	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1B	BMP4	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1B	BMP4	BMPR1B	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR1B	BMP4	BMPR1B	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR2	BMP4	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR2	BMP4	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR2	BMP4	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR2	BMP4	BMPR2	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Human
BMP4_BMPR2	BMP4	BMPR2	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR1A	BMP5	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR1A	BMP5	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR1B	BMP5	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR1B	BMP5	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR2	BMP5	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR2	BMP5	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP5_BMPR2	BMP5	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_ACVR1	BMP6	ACVR1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP6_ACVR1	BMP6	ACVR1	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_ACVR2A	BMP6	ACVR2A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1A	BMP6	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1A	BMP6	BMPR1A	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1A	BMP6	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1B	BMP6	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1B	BMP6	BMPR1B	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR1B	BMP6	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR2	BMP6	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR2	BMP6	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP6_BMPR2	BMP6	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP7_ACVR1	BMP7	ACVR1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_ACVR2A	BMP7	ACVR2A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_ACVR2B	BMP7	ACVR2B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR1A	BMP7	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR1A	BMP7	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR1B	BMP7	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR1B	BMP7	BMPR1B	Axon guidance	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR1B	BMP7	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR2	BMP7	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR2	BMP7	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR2	BMP7	BMPR2	Axon guidance	KEGG	Process(activation)	NO	NO	Human
BMP7_BMPR2	BMP7	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR1A	BMP8A	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR1A	BMP8A	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR1B	BMP8A	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR1B	BMP8A	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR2	BMP8A	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR2	BMP8A	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8A_BMPR2	BMP8A	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR1A	BMP8B	BMPR1A	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR1A	BMP8B	BMPR1A	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR1B	BMP8B	BMPR1B	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR1B	BMP8B	BMPR1B	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR2	BMP8B	BMPR2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR2	BMP8B	BMPR2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Human
BMP8B_BMPR2	BMP8B	BMPR2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Human
BTC_EGFR	BTC	EGFR	ErbB signaling pathway	KEGG	Process(activation)	NO	NO	Human
BTC_ERBB4	BTC	ERBB4	ErbB signaling pathway	KEGG	Process(activation)	NO	NO	Human
Bdnf_Ngfr	Bdnf	Ngfr	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ngfr	Bdnf	Ngfr	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ngfr	Bdnf	Ngfr	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ngfr	Bdnf	Ngfr	Neurotrophin signaling pathway	KEGG	Process(activation),Process(binding/association)	NO	NO	Mouse
Bdnf_Ntrk1	Bdnf	Ntrk1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk1	Bdnf	Ntrk1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk1	Bdnf	Ntrk1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk2	Bdnf	Ntrk2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk2	Bdnf	Ntrk2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk2	Bdnf	Ntrk2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bdnf_Ntrk2	Bdnf	Ntrk2	Neurotrophin signaling pathway	KEGG	Process(activation),Process(binding/association)	NO	NO	Mouse
Bdnf_Ntrk2	Bdnf	Ntrk2	Alcoholism	KEGG	Process(activation)	NO	NO	Mouse
Bmp10_Acvrl1	Bmp10	Acvrl1	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Bmp10_Bmpr2	Bmp10	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Bmp15_Bmpr1b	Bmp15	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp15_Bmpr2	Bmp15	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Acvr1	Bmp2	Acvr1	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Acvr2a	Bmp2	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Acvr2b	Bmp2	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1a	Bmp2	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1a	Bmp2	Bmpr1a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1a	Bmp2	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1b	Bmp2	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1b	Bmp2	Bmpr1b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr1b	Bmp2	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr2	Bmp2	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr2	Bmp2	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp2_Bmpr2	Bmp2	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp3_Acvr2a	Bmp3	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Bmp3_Acvr2b	Bmp3	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(missing)	NO	NO	Mouse
Bmp4_Acvr2a	Bmp4	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Acvr2a	Bmp4	Acvr2a	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1a	Bmp4	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1a	Bmp4	Bmpr1a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1a	Bmp4	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1a	Bmp4	Bmpr1a	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1a	Bmp4	Bmpr1a	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1b	Bmp4	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1b	Bmp4	Bmpr1b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1b	Bmp4	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1b	Bmp4	Bmpr1b	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr1b	Bmp4	Bmpr1b	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr2	Bmp4	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr2	Bmp4	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr2	Bmp4	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr2	Bmp4	Bmpr2	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Bmp4_Bmpr2	Bmp4	Bmpr2	Fluid shear stress and atherosclerosis	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr1a	Bmp5	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr1a	Bmp5	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr1b	Bmp5	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr1b	Bmp5	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr2	Bmp5	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr2	Bmp5	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp5_Bmpr2	Bmp5	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Acvr1	Bmp6	Acvr1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Acvr1	Bmp6	Acvr1	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Acvr2b	Bmp6	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1a	Bmp6	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1a	Bmp6	Bmpr1a	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1a	Bmp6	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1b	Bmp6	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1b	Bmp6	Bmpr1b	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr1b	Bmp6	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr2	Bmp6	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr2	Bmp6	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp6_Bmpr2	Bmp6	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Acvr1	Bmp7	Acvr1	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Acvr2a	Bmp7	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Acvr2b	Bmp7	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr1a	Bmp7	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr1a	Bmp7	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr1b	Bmp7	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr1b	Bmp7	Bmpr1b	Axon guidance	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr1b	Bmp7	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr2	Bmp7	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr2	Bmp7	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr2	Bmp7	Bmpr2	Axon guidance	KEGG	Process(activation)	NO	NO	Mouse
Bmp7_Bmpr2	Bmp7	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Acvr2a	Bmp8a	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Acvr2b	Bmp8a	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Bmpr1a	Bmp8a	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Bmpr1a	Bmp8a	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Bmpr2	Bmp8a	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Bmpr2	Bmp8a	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8a_Bmpr2	Bmp8a	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Acvr2a	Bmp8b	Acvr2a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Acvr2b	Bmp8b	Acvr2b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr1a	Bmp8b	Bmpr1a	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr1a	Bmp8b	Bmpr1a	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr1b	Bmp8b	Bmpr1b	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr1b	Bmp8b	Bmpr1b	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr2	Bmp8b	Bmpr2	Cytokine-cytokine receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr2	Bmp8b	Bmpr2	TGF-beta signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Bmp8b_Bmpr2	Bmp8b	Bmpr2	Hippo signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Btc_Egfr	Btc	Egfr	ErbB signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Btc_Erbb4	Btc	Erbb4	ErbB signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
C3_C3AR1	C3	C3AR1	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
C3_C3AR1	C3	C3AR1	Staphylococcus aureus infection	KEGG	Process(activation)	NO	NO	Human
C3_C3ar1	C3	C3ar1	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Mouse
C3_C3ar1	C3	C3ar1	Staphylococcus aureus infection	KEGG	Process(activation)	NO	NO	Mouse
C3_CR1	C3	CR1	Legionellosis	KEGG	Process(binding/association)	NO	NO	Human
C3_CR1	C3	CR1	Leishmaniasis	KEGG	Process(binding/association)	NO	NO	Human
C3_CR1	C3	CR1	Tuberculosis	KEGG	Process(activation)	NO	NO	Human
C3_ITGAM	C3	ITGAM	Legionellosis	KEGG	Process(binding/association)	NO	NO	Human
C3_ITGAM	C3	ITGAM	Leishmaniasis	KEGG	Process(binding/association)	NO	NO	Human
C3_ITGAM	C3	ITGAM	Tuberculosis	KEGG	Process(activation)	NO	NO	Human
C3_ITGAX	C3	ITGAX	Tuberculosis	KEGG	Process(activation)	NO	NO	Human
C3_ITGB2	C3	ITGB2	Legionellosis	KEGG	Process(binding/association)	NO	NO	Human
C3_ITGB2	C3	ITGB2	Leishmaniasis	KEGG	Process(binding/association)	NO	NO	Human
C3_ITGB2	C3	ITGB2	Tuberculosis	KEGG	Process(activation)	NO	NO	Human
C3_Itgam	C3	Itgam	Legionellosis	KEGG	Process(binding/association)	NO	NO	Mouse
C3_Itgam	C3	Itgam	Leishmaniasis	KEGG	Process(binding/association)	NO	NO	Mouse
C3_Itgam	C3	Itgam	Tuberculosis	KEGG	Process(activation)	NO	NO	Mouse
C3_Itgb2	C3	Itgb2	Legionellosis	KEGG	Process(binding/association)	NO	NO	Mouse
C3_Itgb2	C3	Itgb2	Leishmaniasis	KEGG	Process(binding/association)	NO	NO	Mouse
C3_Itgb2	C3	Itgb2	Tuberculosis	KEGG	Process(activation)	NO	NO	Mouse
C5_C5AR1	C5	C5AR1	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
C5_C5AR1	C5	C5AR1	Staphylococcus aureus infection	KEGG	Process(activation)	NO	NO	Human
CALCA_CALCR	CALCA	CALCR	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
CALCA_CALCRL	CALCA	CALCRL	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
CALCA_CALCRL	CALCA	CALCRL	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCA_RAMP1	CALCA	RAMP1	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCA_RAMP2	CALCA	RAMP2	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCA_RAMP3	CALCA	RAMP3	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCB_CALCR	CALCB	CALCR	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
CALCB_CALCRL	CALCB	CALCRL	Neuroactive ligand-receptor interaction	KEGG	Process(activation)	NO	NO	Human
CALCB_CALCRL	CALCB	CALCRL	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCB_RAMP1	CALCB	RAMP1	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCB_RAMP2	CALCB	RAMP2	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALCB_RAMP3	CALCB	RAMP3	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALM1_ADCY8	CALM1	ADCY8	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_ADCY8	CALM1	ADCY8	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_ADCY8	CALM1	ADCY8	cAMP signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_ADCY8	CALM1	ADCY8	Long-term potentiation	KEGG	Process(activation)	NO	NO	Human
CALM1_CNGA2	CALM1	CNGA2	Olfactory transduction	KEGG	Process(inhibition)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	cGMP-PKG signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	Apelin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	Oxytocin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK	CALM1	MYLK	Gastric acid secretion	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	cGMP-PKG signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	Apelin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	Oxytocin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_MYLK2	CALM1	MYLK2	Gastric acid secretion	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1A	CALM1	PDE1A	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1A	CALM1	PDE1A	Olfactory transduction	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1A	CALM1	PDE1A	Cam-PDE 1 activation	Reactome	Control(Out: ACTIVATION of BiochemicalReaction)	NO	NO	Human
CALM1_PDE1B	CALM1	PDE1B	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1B	CALM1	PDE1B	Olfactory transduction	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1B	CALM1	PDE1B	Cam-PDE 1 activation	Reactome	Control(Out: ACTIVATION of BiochemicalReaction)	NO	NO	Human
CALM1_PDE1C	CALM1	PDE1C	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1C	CALM1	PDE1C	Olfactory transduction	KEGG	Process(activation)	NO	NO	Human
CALM1_PDE1C	CALM1	PDE1C	Cam-PDE 1 activation	Reactome	Control(Out: ACTIVATION of BiochemicalReaction)	NO	NO	Human
CALM2_ADCY8	CALM2	ADCY8	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_ADCY8	CALM2	ADCY8	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_ADCY8	CALM2	ADCY8	cAMP signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_ADCY8	CALM2	ADCY8	Long-term potentiation	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	cGMP-PKG signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	Apelin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	Oxytocin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK	CALM2	MYLK	Gastric acid secretion	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	Calcium signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	cGMP-PKG signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	Vascular smooth muscle contraction	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	Apelin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	Oxytocin signaling pathway	KEGG	Process(activation)	NO	NO	Human
CALM2_MYLK2	CALM2	MYLK2	Gastric acid secretion	KEGG	Process(activation)	NO	NO	Human
